id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.86051,-87.62399,Entire home/apt,170,180,39,2018-04-25,0.42,1,359
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.00692,-87.68438,Entire home/apt,48,32,18,2019-04-15,0.19,1,332
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.90314,-87.63494,Entire home/apt,149,32,62,2018-11-20,0.69,1,275
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88467,-87.64487,Entire home/apt,195,10,64,2019-06-05,0.73,1,337
265238,Bohemian Chic in the heart of Lincoln Square,1382472,Ani,,North Center,41.96084,-87.68463,Entire home/apt,56,120,0,,,2,273
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.92716,-87.70471,Private room,97,2,133,2019-06-16,1.44,1,356
272728,Quiet room in Quiet neighborhood!,1426804,Afri,,Chatham,41.72763,-87.61307,Private room,40,2,211,2019-01-05,2.31,2,191
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,,Near West Side,41.88623,-87.6404,Entire home/apt,175,360,10,2014-11-08,0.16,1,365
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97794,-87.65764,Private room,25,30,58,2019-01-31,0.63,1,216
289884,"Sunny Home w/ Private Bathroom, Parking, Laundry",1500490,Hailey,,Logan Square,41.92177,-87.68277,Private room,125,1,78,2018-09-30,0.91,1,337
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82702,-87.63967,Entire home/apt,125,3,45,2019-07-02,0.49,2,12
298321,nice room with king size bed,1537881,Marko,,Woodlawn,41.78216,-87.59027,Private room,47,2,44,2018-09-24,0.50,1,352
312192,A REAL 15 Min to All Attractions.  Skyline View,1505878,Bob,,Bridgeport,41.82767,-87.63959,Entire home/apt,167,3,32,2019-05-27,0.57,2,4
313227,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,,Albany Park,41.96331,-87.70916,Entire home/apt,85,3,47,2017-07-17,0.53,1,317
325842,Lincoln Park Sunny Modern Home,1666599,Caroline,,Lincoln Park,41.92026,-87.65892,Entire home/apt,379,6,27,2019-06-02,0.31,1,344
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.8077,-87.59436,Private room,85,2,220,2019-06-15,2.47,1,307
349265,Historic Chicago Home - Hyde Park,1517871,Jon,,Hyde Park,41.80086,-87.58948,Entire home/apt,375,7,8,2018-09-17,0.09,2,363
350347,"Luxury Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Jay & Elisa,,Lake View,41.93986,-87.65473,Entire home/apt,136,3,438,2019-06-30,4.89,1,175
363702,Private Bedroom/Spacious Home. Walk to train.,1837370,Armando,,Rogers Park,41.9991,-87.67146,Private room,30,1,36,2019-07-09,0.43,11,0
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89862,-87.65597,Entire home/apt,295,1,197,2019-06-30,2.43,2,310
395257,Trains to downtown. McCormick. IIT.,1385332,Patt,,Douglas,41.82869,-87.62058,Private room,40,2,14,2019-06-16,0.20,15,165
397472,"1 min to the beach,30 min to Downtown,free parking",782802,Joe,,Rogers Park,42.01455,-87.66511,Entire home/apt,71,1,380,2019-07-07,6.87,2,3
400588,"Great Bedroom/Large Home, walk to Redline Loyola.",1837370,Armando,,Rogers Park,42.00223,-87.67124,Private room,60,1,35,2019-06-16,0.42,11,133
404792,Eclectic 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88913,-87.66763,Entire home/apt,130,3,179,2019-06-23,2.09,1,39
412182,Spacious + Convenient Logan Square One-bed Apt,2052009,Sarah,,Logan Square,41.91891,-87.69902,Entire home/apt,90,3,125,2019-06-15,1.42,1,52
422214,Niki's Place-2 units-4 floors-Sleeps18-Wicker Park,1802802,Niki,,West Town,41.89843,-87.66659,Entire home/apt,500,3,120,2019-06-30,1.37,1,347
446474,Vintage Ukrainian Village Apt!,2217180,Yuri,,West Town,41.90095,-87.68181,Entire home/apt,175,3,4,2015-08-15,0.05,1,10
450648,Luxury Space - Come & Relax,2204693,Dl,,Near South Side,41.86614,-87.62275,Private room,119,3,38,2018-06-21,0.43,1,74
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92451,-87.69385,Entire home/apt,49,1,563,2019-07-01,6.71,1,83
477733,Sunny Duplex Pilsen Arts Dist./UIC/McCormick Place,2367351,Leila,,Lower West Side,41.85329,-87.66539,Entire home/apt,200,2,176,2019-06-29,2.03,5,156
479086,Hostel Earphoria,337459,Earphoria,,Avondale,41.93245,-87.71528,Shared room,20,1,167,2019-06-24,1.92,2,340
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.97053,-87.67267,Entire home/apt,225,3,14,2018-06-11,0.16,1,0
488097,Chicago room minutes from Downtown,2414938,Sara,,West Town,41.91173,-87.6731,Private room,60,3,19,2019-06-09,0.52,1,10
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,,Rogers Park,42.00435,-87.67501,Private room,85,3,36,2018-08-28,0.55,3,290
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96714,-87.69611,Entire home/apt,95,2,266,2019-06-28,3.11,1,312
533831,Perfect Lincoln Park home in a great location!,483146,Sasha,,Lincoln Park,41.91269,-87.6425,Entire home/apt,280,2,51,2018-12-28,0.60,1,341
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,,Lake View,41.94286,-87.63919,Private room,130,1,28,2015-10-20,0.33,2,365
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93065,-87.70089,Entire home/apt,125,3,248,2019-06-23,2.89,1,322
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82293,-87.61559,Entire home/apt,85,2,217,2019-06-30,2.60,1,321
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,,Lake View,41.94284,-87.63919,Entire home/apt,490,1,35,2015-09-21,0.41,2,365
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88956,-87.66267,Private room,71,1,117,2019-06-17,1.37,6,351
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.88998,-87.6624,Private room,74,1,125,2019-06-30,1.48,6,352
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89049,-87.6626,Shared room,94,1,59,2019-06-26,0.69,6,362
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.93537,-87.67946,Private room,42,1,141,2019-07-13,1.91,1,274
628149,Price drop! Affordability+Location!,2885441,Tracy,,West Town,41.89052,-87.66085,Private room,58,1,87,2019-06-09,1.04,6,325
629745,"Warm, bright 2br/2ba in West Town!",2445249,Gary And Cassie,,West Town,41.89375,-87.66545,Entire home/apt,129,2,201,2018-04-24,2.38,1,0
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99667,-87.66213,Private room,65,2,80,2019-03-31,0.96,2,273
637566,Quiet 1 bedroom fantastic location!,3180523,Christin,,West Town,41.90679,-87.66777,Entire home/apt,135,2,15,2019-06-14,0.20,1,163
640841,Designer Lakeview Haven. Walk to Wrigley Field!,3200044,James,,Lake View,41.94242,-87.67134,Entire home/apt,200,3,32,2019-07-07,2.40,2,9
642053,Wicker Park Garden Apartment,81779,Laura,,West Town,41.90567,-87.67311,Private room,86,2,8,2018-10-04,0.10,11,336
642065,Bucktown Apartment,81779,Laura,,West Town,41.90686,-87.67319,Private room,119,2,31,2019-04-14,0.46,11,321
650894,Premium Condo-Gold Coast-Water View,3269423,Gregory,,Near North Side,41.90959,-87.62541,Entire home/apt,249,7,11,2018-10-10,0.13,2,363
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99244,-87.75569,Private room,75,2,58,2019-07-07,0.74,2,345
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99201,-87.75719,Private room,65,2,55,2019-07-07,0.77,2,352
668262,"Enormous 3 bedroom, 2 bath in Lincoln Park",3382417,Heather And Mehran,,Lincoln Park,41.93173,-87.65047,Entire home/apt,195,1,19,2019-07-07,0.40,3,52
675641,"Posh Flat, 20 Mins to Downtown.",3230291,David,,Lake View,41.94301,-87.65064,Private room,54,2,342,2019-06-28,4.14,4,61
686185,Huge private br in Wicker/Ukranian,370619,Drew,,West Town,41.9045,-87.68246,Private room,53,3,105,2019-06-09,1.26,2,0
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90302,-87.63499,Entire home/apt,99,31,150,2019-05-03,2.06,2,0
709870,Off the Beaten Path on Harding Ave,3179866,Gonzalo And Nora,,Humboldt Park,41.9,-87.72141,Entire home/apt,99,3,101,2019-03-17,1.23,1,298
713431,Large Private 3 Bedroom Apartment,718347,Laura & Jeremy,,West Town,41.90894,-87.69213,Entire home/apt,119,1,304,2019-06-30,3.69,3,331
724656,*Artsy*Room*in*CentralApt*,3745670,Poppy,,West Town,41.90019,-87.69862,Private room,50,1,167,2018-11-18,3.50,2,0
724895,Close to Chicago music Festivals!!!,2885441,Tracy,,West Town,41.88995,-87.66096,Private room,44,1,110,2019-03-17,1.35,6,350
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93932,-87.65218,Entire home/apt,85,2,581,2019-06-28,7.10,5,176
727847,Palmer Treehouse - Bedroom 2,62150,K.Anne,,Logan Square,41.92255,-87.70293,Private room,60,2,69,2019-07-04,0.85,3,334
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92669,-87.699,Entire home/apt,119,3,120,2019-07-04,1.46,1,338
739495,Lovely 2 bedroom in Lincoln Square ,3867687,Janet,,Lincoln Square,41.97847,-87.68087,Entire home/apt,99,4,168,2019-06-28,2.31,1,193
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,,Loop,41.88624,-87.61566,Entire home/apt,94,31,13,2015-08-15,0.16,67,365
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.88722,-87.64993,Entire home/apt,159,2,193,2019-06-30,2.38,2,109
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94994,-87.682,Private room,84,2,128,2017-06-04,1.58,2,0
780336,Private Room + Dreamy Vibes + Vibrant Neighborhood,2343614,Daniela,,West Town,41.89854,-87.67447,Private room,70,2,180,2019-06-17,2.38,2,110
783359,Modern Boystown/Wrigleyville 1 BDRM,4129040,Michael,,Lake View,41.94884,-87.64905,Entire home/apt,103,2,11,2018-01-01,0.25,1,0
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96193,-87.66238,Private room,99,365,0,,,3,365
789670,Spacious space in Bucktown 10 min. from the loop,4161186,Christine,,Logan Square,41.91661,-87.67159,Private room,225,1,0,,,1,256
789867,Beautiful Private Room Near CTA With Free Parking,2782694,Cameron & Emily,,Uptown,41.96437,-87.67398,Private room,20,2,186,2019-06-28,2.46,1,75
790016,Italian style in elegant apartment,1185573,Graz Anton,,Uptown,41.96046,-87.66346,Entire home/apt,299,365,16,2013-08-18,0.20,3,365
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01562,-87.68818,Shared room,70,1,137,2019-06-25,1.69,16,89
810974,Charming Rogers Park Bedroom Near Loyola Univ,4264577,Sondra,,Rogers Park,42.00184,-87.66951,Private room,50,2,100,2019-07-07,2.23,1,328
818109,"Cool Calm Uk Village, Awesome location + House",3908,Layne,,West Town,41.89513,-87.674,Entire home/apt,78,28,9,2019-05-31,0.11,3,231
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.90213,-87.67598,Entire home/apt,95,28,87,2019-04-03,1.12,1,218
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,4367266,Christopher,,Lincoln Square,41.96164,-87.68334,Entire home/apt,90,3,32,2019-06-01,1.88,1,329
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.9217,-87.65959,Private room,85,2,84,2019-06-30,1.15,1,201
872247,Modern one bedroom apartment,3217184,Priti,,Lower West Side,41.85939,-87.65271,Entire home/apt,125,2,158,2019-05-05,2.09,3,122
873628,"River West, Grand Blue Line Stop",4611613,Russ,,West Town,41.89397,-87.64975,Private room,150,3,83,2019-06-09,1.11,1,157
887038,Lincoln Park Apt - 1 Bedroom plus alcove & futon,101521,Red,,Lincoln Park,41.9263,-87.65567,Entire home/apt,150,32,36,2017-05-26,0.48,4,329
896181,Guest Room in AMAZING Location - Wicker Park!,3932195,Megan,,West Town,41.90729,-87.66571,Private room,40,14,28,2019-07-05,0.43,2,22
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92649,-87.7138,Private room,110,2,133,2019-06-30,1.80,1,319
909096,Super Roof Deck and Pop Art Inspirations to Make You Smile,4069585,Liz,,Humboldt Park,41.91105,-87.70927,Entire home/apt,400,1,191,2019-03-27,2.45,15,315
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91316,-87.63813,Entire home/apt,115,3,277,2019-07-07,3.62,1,277
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88449,-87.69659,Private room,75,3,23,2018-11-02,0.31,1,286
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.90677,-87.66788,Private room,75,3,121,2019-06-24,1.56,1,0
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.89505,-87.65449,Entire home/apt,302,1,228,2019-06-30,3.06,5,141
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00498,-87.66712,Private room,69,2,185,2019-07-09,2.43,4,327
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00623,-87.66794,Private room,59,2,220,2019-06-01,2.92,4,341
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00426,-87.66693,Private room,59,2,210,2019-07-09,2.75,4,340
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00381,-87.67082,Entire home/apt,159,2,156,2019-07-07,2.10,4,318
984850,"Spacious, Eclectic Loft with Rooftop in Old Town",5402236,Casey,,Near North Side,41.90465,-87.63591,Entire home/apt,749,2,89,2018-11-11,1.16,3,309
1016539,Family-Friendly 3-Bedroom Apartment,718347,Laura & Jeremy,,West Town,41.90659,-87.69538,Entire home/apt,119,1,267,2019-05-05,3.53,3,312
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.8943,-87.62609,Entire home/apt,100,30,27,2019-06-30,0.35,3,249
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85432,-87.70769,Private room,45,2,6,2016-07-31,0.12,4,11
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,,North Lawndale,41.85423,-87.70784,Private room,45,2,7,2019-06-17,0.15,4,84
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85455,-87.70768,Private room,45,2,3,2019-05-26,0.28,4,83
1032943,"4 rms/6 beds, 2.5 baths, Lake Michigan & McCormick",5684259,Marva,,Oakland,41.81996,-87.59978,Entire home/apt,225,2,186,2019-06-30,2.50,1,313
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,,Lake View,41.94376,-87.65164,Private room,79,2,301,2019-07-14,3.96,1,314
1080532,Mid-Century mdn twnhs in Lakview,1838943,Sunnie/Randolph,,Lake View,41.93396,-87.64108,Entire home/apt,114,6,25,2019-05-23,0.35,2,185
1083987,MODERN LOFT Downtown FREE Pool/HotTub/Gym KING BED,3965428,Rob,,Near South Side,41.85278,-87.62453,Entire home/apt,85,32,20,2017-10-15,0.27,67,346
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97349,-87.65334,Entire home/apt,85,5,40,2019-06-10,0.53,1,129
1101457,Tiny House Camper in the City,6050945,Seamus,,Austin,41.89044,-87.7714,Entire home/apt,58,1,60,2019-07-05,1.12,2,218
1101458,Private Suite in Historic District,6050945,Seamus,,Austin,41.88655,-87.77086,Private room,55,1,185,2019-06-29,2.47,2,321
1113259,Private room in a cozy city condo,6109924,Nicole,,Rogers Park,42.01761,-87.67987,Private room,55,1,97,2019-07-07,1.29,1,334
1127661,Art House in Hip Logan Square,2371848,Jason & Jennifer,,Logan Square,41.91791,-87.70933,Private room,59,2,210,2019-07-10,2.83,1,72
1129741,Large modern apartment near CTA,4778146,Mila,,East Garfield Park,41.88282,-87.72026,Entire home/apt,80,7,0,,,1,0
1138252,Gorgeous Lincoln Park walk up,4955989,Melissa,,Lake View,41.9375,-87.65017,Entire home/apt,375,13,5,2018-01-21,0.14,1,317
1138514,Great 1B Steps from Beach :),6245550,E.,,Rogers Park,42.00527,-87.66405,Entire home/apt,59,14,24,2018-08-03,0.35,1,225
1141045,"Posh Flat, Close to Downtown (No 2)",3230291,David,,Lake View,41.94665,-87.65517,Private room,54,2,331,2019-06-30,4.42,4,56
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92628,-87.64026,Entire home/apt,50,2,484,2019-06-30,6.60,5,156
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.9395,-87.64483,Entire home/apt,79,2,458,2019-06-27,6.15,5,189
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,,Near West Side,41.87086,-87.68305,Entire home/apt,99,3,289,2019-07-07,3.88,1,63
1195259,Wicker Park - Urban Homestead!,2899484,Jason,,West Town,41.91095,-87.67783,Entire home/apt,135,4,170,2019-06-17,2.28,2,330
1217096,Designer Flat / Perfect Location,3230291,David,,Lake View,41.94674,-87.64924,Private room,95,2,303,2019-06-24,4.10,4,29
1229238,Two story family home,6705392,Mario,,Portage Park,41.94735,-87.75762,Entire home/apt,250,1,86,2019-06-30,1.41,2,0
1229267,Single/room share,6705392,Mario,,Portage Park,41.94556,-87.75419,Private room,40,1,10,2019-06-23,0.16,2,330
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,,Lincoln Square,41.97009,-87.67423,Entire home/apt,130,1,10,2017-08-17,0.14,2,256
1278457,Jumbo 4br in the Wicker/Ukranian,370619,Drew,,West Town,41.90439,-87.68212,Entire home/apt,300,4,22,2018-01-04,0.32,2,333
1291440,Urban Oasis--Wicker Park2 Vintage,906713,Stephanie,,West Town,41.90143,-87.67836,Private room,75,2,160,2019-05-14,2.19,2,62
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.8719,-87.68486,Private room,100,1,98,2019-06-08,1.37,1,337
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.92913,-87.66921,Entire home/apt,500,2,65,2019-05-13,0.93,1,305
1325769,Historic Walk-Up; Safe Area & Close to EVERYTHING,7195599,Kelly,,Lincoln Park,41.91355,-87.63675,Private room,198,1,23,2019-06-30,0.32,1,79
1336364,Oakley Bells,1152621,Tamara,,West Town,41.89934,-87.68443,Entire home/apt,80,2,111,2019-06-23,1.56,1,19
1346414,Charming Andersonville 1BR - Yours,7015110,Iggy & Lindsay,,Edgewater,41.98288,-87.66708,Entire home/apt,95,4,108,2019-06-28,1.48,1,20
1356190,Logan Square Vintage Deluxe Suite,3069675,Gabrielle,,Logan Square,41.92083,-87.68896,Private room,90,1,241,2019-07-08,3.40,1,307
1359312,Jazzy Blu GuestRM/Priv BA in Bronzeville/Hyde Park,7378024,Savannah,,Washington Park,41.79753,-87.62155,Private room,73,2,48,2017-10-09,0.67,1,131
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.94633,-87.65506,Private room,80,1,18,2019-04-07,0.27,7,169
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96952,-87.67239,Entire home/apt,168,3,23,2019-05-13,0.32,1,134
